Timestamp,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Source Account,Text
2018-04-06 15:25:05,0.4168,Fri Apr 06 15:25:05 +0000 2018,0.0,0.873,0.127,nytimes,"Trump continues to defend his trade approach, boasting in a tweet that the new metals tariffs had not hurt American… https://t.co/NAOhK1P6FE"
2018-04-06 15:26:01,-0.0772,Fri Apr 06 15:26:01 +0000 2018,0.134,0.749,0.118,CBSNews,"Lin-Manuel Miranda made a joke about his health after a shingles diagnosis, and now he regrets it:… https://t.co/RIPgvEvhYs"
2018-04-06 15:40:04,-0.296,Fri Apr 06 15:40:04 +0000 2018,0.109,0.891,0.0,nytimes,"The new job numbers ""are a reminder that no one involved in America's trade diplomacy should negotiate with a belie… https://t.co/E4cTcrFmYv"
2018-04-06 15:40:30,0.0,Fri Apr 06 15:40:30 +0000 2018,0.0,1.0,0.0,CBSNews,WATCH: MMA star Conor McGregor leaves a New York precinct in handcuffs in the wake of Thursday's backstage outburst… https://t.co/1vu2aWY1rV
2018-04-06 15:47:23,-0.1877,Fri Apr 06 15:47:23 +0000 2018,0.07,0.93,0.0,BBCNews,RT @BBCJLandale: Breaking: the BBC has learned that the UK authorities have told Victoria Skripal that she will not be granted a visa to co…
2018-04-06 15:52:11,0.0,Fri Apr 06 15:52:11 +0000 2018,0.0,1.0,0.0,BBCNews,RT @BBCWorld: When the weather is so cold that you can't bear to get up 🐻 https://t.co/v2F03V5DNw
2018-04-06 15:55:02,0.2944,Fri Apr 06 15:55:02 +0000 2018,0.058,0.834,0.108,nytimes,"RT @NYTObits: Cecil Taylor, a pianist who challenged the jazz tradition that produced him and became one of the most original improvisers o…"
2018-04-06 16:00:02,-0.296,Fri Apr 06 16:00:02 +0000 2018,0.095,0.905,0.0,CBSNews,Oregon Gov. Kate Brown says she'll tell President Trump no if he asks to send National Guard troops from her state… https://t.co/RqD9RLwL84
2018-04-06 16:12:51,0.0,Fri Apr 06 16:12:51 +0000 2018,0.0,1.0,0.0,nytimes,"There is an 8-way tie atop the leaderboard at the Masters, including Rory McIlroy and Jordan Spieth. Follow our liv… https://t.co/Ie7RBaBNPh"
2018-04-06 16:15:41,-0.34,Fri Apr 06 16:15:41 +0000 2018,0.146,0.854,0.0,CBSNews,"YouTube shooter Nasim Aghdam's gun buy did not stand out, store worker says https://t.co/vDT8CRf03z https://t.co/RkJCiDFVET"
2018-04-06 16:17:06,0.0,Fri Apr 06 16:17:06 +0000 2018,0.0,1.0,0.0,nytimes,"RT @readercenter: April 26th, we’ll be live on the NYTimes Facebook page with @samirawiley. This is your time to ask the co-star of “The Ha…"
2018-04-06 16:22:45,-0.6486,Fri Apr 06 16:22:45 +0000 2018,0.35,0.65,0.0,BBCNews,Sophie Lionnet's alleged killer 'would eat ex-partner raw' https://t.co/EAhXIC6uMC
2018-04-06 16:25:06,0.0,Fri Apr 06 16:25:06 +0000 2018,0.0,1.0,0.0,nytimes,"On last night’s “Atlanta,” a post-surgery Michael Jackson look-alike and a Southern gothic nightmare https://t.co/lxWrFJXzRb"
2018-04-06 16:25:20,0.25,Fri Apr 06 16:25:20 +0000 2018,0.0,0.909,0.091,BBCNews,"RT @BBCSport: Pep Guardiola says Man City were offered the chance to sign Paul Pogba and Henrikh Mkhitaryan in January. 

👉 https://t.co/tA…"
2018-04-06 16:31:31,-0.7269,Fri Apr 06 16:31:31 +0000 2018,0.253,0.747,0.0,CBSNews,"The U.S. and Chinese governments have doubled down in an escalating trade dispute, with the U.S. threatening to imp… https://t.co/C0djhFTtTN"
2018-04-06 16:40:08,-0.8126,Fri Apr 06 16:40:08 +0000 2018,0.344,0.656,0.0,nytimes,"As the U.S. and China exchange antagonistic trade threats, American business leaders worry that Donald J. Trump mig… https://t.co/MbHSMUoAhm"
2018-04-06 16:50:01,0.0,Fri Apr 06 16:50:01 +0000 2018,0.0,1.0,0.0,CBSNews,"Hamilton creator @Lin_Manuel says he's been diagnosed with shingles. According to the CDC, one in three Americans w… https://t.co/N8h6tB7XD3"
2018-04-06 16:55:02,0.0,Fri Apr 06 16:55:02 +0000 2018,0.0,1.0,0.0,nytimes,Do H-1B visa holders compete with Americans for jobs? Here's what you need to know. https://t.co/lU5PiOiO6i
2018-04-06 17:00:31,-0.8555,Fri Apr 06 17:00:31 +0000 2018,0.573,0.427,0.0,BBCNews,Grenfell Tower fire 'widow' Joyce Msokeri jailed for fraud https://t.co/s5KSQbUMzh
2018-04-06 17:08:31,-0.6249,Fri Apr 06 17:08:31 +0000 2018,0.291,0.709,0.0,BBCNews,London violence: Met chief says police have control of streets https://t.co/3bhsS0JE7U
2018-04-06 17:10:07,0.0,Fri Apr 06 17:10:07 +0000 2018,0.0,1.0,0.0,nytimes,How do you count endangered species? Look to the stars. https://t.co/ptWDZPV7ey https://t.co/NJ8uXUZste
2018-04-06 17:11:01,-0.9062,Fri Apr 06 17:11:01 +0000 2018,0.447,0.553,0.0,CBSNews,"Report: Man accused of killing family told professor, ""I think I need to kill my mom"" https://t.co/SyFUdoEQVh https://t.co/Pgx0ZP2VnP"
2018-04-06 17:25:09,0.0,Fri Apr 06 17:25:09 +0000 2018,0.0,1.0,0.0,nytimes,"Dozens of immigrants are illegally crossing the border every day in McAllen, Texas. A woman and her 2 sons were app… https://t.co/raIGzbMDic"
2018-04-06 17:25:54,-0.7269,Fri Apr 06 17:25:54 +0000 2018,0.55,0.45,0.0,BBCNews,No further action after 'burglar' death https://t.co/fH6rW8Jfrd
2018-04-06 17:33:29,0.0,Fri Apr 06 17:33:29 +0000 2018,0.0,1.0,0.0,CBSNews,"Puerto Rico is running out of time as storm season approaches, FEMA says
https://t.co/b7vUDAw4FA https://t.co/OJynXXcr20"
2018-04-06 17:35:06,0.807,Fri Apr 06 17:35:06 +0000 2018,0.0,0.717,0.283,nytimes,RT @MCheathamW: Thrilled to announce Season II of #Conception - Even more thrilled to say we've opened it to parents of all kinds. Share yo…
2018-04-06 17:45:07,-0.296,Fri Apr 06 17:45:07 +0000 2018,0.104,0.896,0.0,nytimes,The Director of the Office of Refugee Resettlement now spends time trying to stop young refugees from having aborti… https://t.co/V1KJG7K1Xs
2018-04-06 17:56:32,-0.0258,Fri Apr 06 17:56:32 +0000 2018,0.14,0.725,0.135,CBSNews,Russia's communications watchdog says it has asked a court to block access to popular messaging app Telegram… https://t.co/PHewvNwr7j
2018-04-06 18:00:10,0.0,Fri Apr 06 18:00:10 +0000 2018,0.0,1.0,0.0,nytimes,"In @NYTOpinion, 

Op-Ed Contributor Eliza Sydnor Romm, a distant relative of a co-founder of Smith &amp; Wesson, writes… https://t.co/ivqFM8rMGO"
2018-04-06 18:04:00,0.4939,Fri Apr 06 18:04:00 +0000 2018,0.0,0.862,0.138,CBSNews,"RT @CBSThisMorning: WATCH: Co-Founders of the 17th annual @Tribeca Film Festival, Jane Rosenthal and Robert De Niro, sat down with @MistahW…"
2018-04-06 18:10:05,0.2023,Fri Apr 06 18:10:05 +0000 2018,0.093,0.784,0.123,nytimes,RT @mirjordan: I spent five years in India as a reporter. I returned through the strong women in this article fighting to keep working in t…
2018-04-06 18:12:11,-0.1761,Fri Apr 06 18:12:11 +0000 2018,0.108,0.892,0.0,FoxNews,".@sherylsandberg: ""We're working very hard on false news... We're working with third-party fact-checkers, everybody… https://t.co/I5ickUi4np"
2018-04-06 18:15:01,0.0,Fri Apr 06 18:15:01 +0000 2018,0.0,1.0,0.0,CBSNews,"Facebook announces advertisers running political or issue ads must be verified
https://t.co/pFLdvR3BKn https://t.co/dGz0ak9Ord"
2018-04-06 18:16:58,-0.9098,Fri Apr 06 18:16:58 +0000 2018,0.418,0.582,0.0,FoxNews,".@Nigel_Farage: ""We have very strict gun laws... but even when guns are illegal, bad guys still carry them."" https://t.co/wqThr8zEzl"
2018-04-06 18:18:05,0.0,Fri Apr 06 18:18:05 +0000 2018,0.0,1.0,0.0,CBSNews,WATCH LIVE: White House holds the daily press briefing as the U.S. targets Putin's inner circle with new sanctions… https://t.co/cOTdkLIKtJ
2018-04-06 18:19:13,0.0,Fri Apr 06 18:19:13 +0000 2018,0.0,1.0,0.0,nytimes,"Breaking News: Facebook will require political advertisers to verify their identities. Mark Zuckerberg, who faces C… https://t.co/iOYp74WV2J"
2018-04-06 18:20:03,0.0,Fri Apr 06 18:20:03 +0000 2018,0.0,1.0,0.0,nytimes,"Broccoli salads are a dime a dozen, but this one is a game-changing celebration of flavors, colors and textures https://t.co/uk9iGGzxyQ"
2018-04-06 18:20:20,0.4019,Fri Apr 06 18:20:20 +0000 2018,0.0,0.837,0.163,CBSNews,".@PressSec says Friday is H.R. McMaster's last day at the White House: ""The president wishes him well. He will miss… https://t.co/eTiIMDDuZN"
2018-04-06 18:21:37,-0.8779,Fri Apr 06 18:21:37 +0000 2018,0.41,0.59,0.0,FoxNews,".@PressSec: ""We're going to continue putting pressure on China to stop in the illegal and unfair trade practices th… https://t.co/GTkkJayR5b"
2018-04-06 18:23:07,0.2382,Fri Apr 06 18:23:07 +0000 2018,0.0,0.911,0.089,CBSNews,"""[Pres. Trump] wants to have a good relationship with Russia, but that's going to depend on some of the actions by… https://t.co/8CYjEXOhoj"
2018-04-06 18:25:02,0.4215,Fri Apr 06 18:25:02 +0000 2018,0.0,0.847,0.153,CBSNews,".@MajorCBS: What do you want to see from Russia?
@PressSec: ""Again, what we would like to see is the totality of th… https://t.co/SLnuBXBOt6"
2018-04-06 18:26:11,0.3182,Fri Apr 06 18:26:11 +0000 2018,0.07,0.798,0.131,FoxNews,".@PressSec: ""Thankfully we have a president that's willing to actually stand up, be tough, and take some really cou… https://t.co/fuc69RKBZF"
2018-04-06 18:27:47,-0.2789,Fri Apr 06 18:27:47 +0000 2018,0.148,0.757,0.095,CBSNews,"Reporter: What prompted the tariff escalation with China?
@PressSec: ""Look, China created this problem &amp; the presid… https://t.co/B5qc7LGHhb"
2018-04-06 18:27:52,0.4404,Fri Apr 06 18:27:52 +0000 2018,0.0,0.879,0.121,FoxNews,".@PressSec on Scott Pruitt: ""[@POTUS] thinks he's done a good job on the purpose of carrying out the goals of the E… https://t.co/DXtYjfc6Zn"
2018-04-06 18:29:52,-0.7732,Fri Apr 06 18:29:52 +0000 2018,0.289,0.711,0.0,CBSNews,"Reporter: Is President Trump willing to fight a trade war on this?
@PressSec: ""We don't want it to come to that. Th… https://t.co/ParaApzUUc"
2018-04-06 18:30:06,0.7783,Fri Apr 06 18:30:06 +0000 2018,0.0,0.698,0.302,FoxNews,".@PressSec: ""We are looking at ways to help @USPS modernize and certainly help move them forward. The Post Office h… https://t.co/vAWBhbsWri"
2018-04-06 18:30:16,0.0,Fri Apr 06 18:30:16 +0000 2018,0.0,1.0,0.0,nytimes,Senator Lisa Murkowski of Alaska is one of the few Republicans who has gone toe-to-toe with President Trump — and t… https://t.co/1dwX9Owtmk
2018-04-06 18:31:14,0.6808,Fri Apr 06 18:31:14 +0000 2018,0.121,0.57,0.309,CBSNews,"Reporter: Does President Trump think trade wars are easy to win?
@PressSec: ""I think the president feels like, if h… https://t.co/BX3RC8IXU6"
2018-04-06 18:33:36,0.4404,Fri Apr 06 18:33:36 +0000 2018,0.0,0.873,0.127,FoxNews,".@PressSec: ""We hope to have @USNationalGuard on the ground as soon as possible. And we're going to continue to wor… https://t.co/MVEcItPGLB"
2018-04-06 18:35:55,-0.8779,Fri Apr 06 18:35:55 +0000 2018,0.41,0.59,0.0,FoxNews,".@PressSec: ""We're going to continue putting pressure on China to stop in the illegal and unfair trade practices th… https://t.co/ObVZO4TcQg"
2018-04-06 18:36:02,0.0,Fri Apr 06 18:36:02 +0000 2018,0.0,1.0,0.0,CBSNews,"Reporter: Do you think anything POTUS has said or done is attributable to stock market decline?

""The actions of th… https://t.co/WzTQg26Y3f"
2018-04-06 18:38:01,0.4588,Fri Apr 06 18:38:01 +0000 2018,0.0,0.85,0.15,FoxNews,"Is Conor McGregor jeopardizing career with his erratic behavior, or ginning up interest in next move? (via… https://t.co/s92PRByeNb"
2018-04-06 18:38:09,0.1779,Fri Apr 06 18:38:09 +0000 2018,0.091,0.788,0.12,CBSNews,".@PressSec says President Trump feels Scott Pruitt ""has done a good job"" at the EPA: ""No one other than the preside… https://t.co/M43S46ENp4"
2018-04-06 18:42:00,0.2516,Fri Apr 06 18:42:00 +0000 2018,0.063,0.834,0.103,FoxNews,"""We know that at @Facebook we did not do enough to protect people's data. I'm really sorry for that. Mark is really… https://t.co/7Jg41avkuj"
2018-04-06 18:44:00,0.5994,Fri Apr 06 18:44:00 +0000 2018,0.0,0.803,0.197,FoxNews,"""The biggest change we made in newsfeed was to dial up the friends and family interactions and dial down passive co… https://t.co/YuJoUBZILW"
2018-04-06 18:45:04,0.2776,Fri Apr 06 18:45:04 +0000 2018,0.064,0.823,0.113,nytimes,"Modern Love: ""I’m not sure it’s possible to justify my liaisons with married men, but what I learned from having th… https://t.co/Cu8huCSrW7"
2018-04-06 18:48:55,0.0,Fri Apr 06 18:48:55 +0000 2018,0.0,1.0,0.0,FoxNews,'It's the Trump Model': @SebGorka Explains President's 'Non-Intervention' Exit Strategy in Syria https://t.co/DvcfpOMQvN
2018-04-06 18:50:02,-0.34,Fri Apr 06 18:50:02 +0000 2018,0.156,0.844,0.0,CBSNews,South Carolina state House Republicans introduce bill on secession over gun rights https://t.co/BRkvLFSpiY https://t.co/xIC8OqX7JY
2018-04-06 18:56:26,0.0,Fri Apr 06 18:56:26 +0000 2018,0.0,1.0,0.0,CNN,"White House press secretary Sarah Sanders on EPA chief Scott Pruitt: ""I'm not going to walk through hypotheticals u… https://t.co/GBqU5jN9Sk"
2018-04-06 18:58:12,-0.3491,Fri Apr 06 18:58:12 +0000 2018,0.12,0.88,0.0,FoxNews,"Drew Littman on sending @USNationalGuard to border: ""It works but it is not a full-time, long-time solution. You ne… https://t.co/Z81u6lgqKc"
2018-04-06 19:00:13,0.0,Fri Apr 06 19:00:13 +0000 2018,0.0,1.0,0.0,CNN,"The last time he was at his high school, freshman Kyle Laman came face to face with the Parkland gunman.

This week… https://t.co/GrmdvbJWdU"
2018-04-06 19:00:18,0.0,Fri Apr 06 19:00:18 +0000 2018,0.0,1.0,0.0,nytimes,Is your property tax bill too high? Here are some tips. https://t.co/riULCHmkx9
2018-04-06 19:01:51,-0.6249,Fri Apr 06 19:01:51 +0000 2018,0.203,0.797,0.0,CNN,"JUST IN: The Dow is down more than 700 points, a drop of more than 2%, after President Trump threatened to escalate… https://t.co/R81iv5amNX"
2018-04-06 19:02:48,-0.8481,Fri Apr 06 19:02:48 +0000 2018,0.326,0.674,0.0,CBSNews,NEW: Stocks are plunging as investors fear a trade war with China is on the horizon. The drop comes the president t… https://t.co/6mDnqEVTms
2018-04-06 19:02:54,-0.34,Fri Apr 06 19:02:54 +0000 2018,0.103,0.897,0.0,nytimes,"Breaking News: President Trump’s chief of staff urged him last week to fire Scott Pruitt, the EPA leader mired in e… https://t.co/rZquELcnCw"
2018-04-06 19:04:15,-0.7096,Fri Apr 06 19:04:15 +0000 2018,0.312,0.688,0.0,FoxNews,"On @foxandfriends, @Nigel_Farage talked about the U.K.'s strict gun laws and crime in London.… https://t.co/6Xglp4EQou"
2018-04-06 19:12:10,0.6808,Fri Apr 06 19:12:10 +0000 2018,0.0,0.714,0.286,CNN,"These curious goats got stranded on a precarious section of a Pennsylvania overpass, prompting a rescue operation i… https://t.co/NhHfyQqakS"
2018-04-06 19:12:33,0.4404,Fri Apr 06 19:12:33 +0000 2018,0.0,0.884,0.116,CNN,"RT @CNNPolitics: Sarah Sanders on Trump's stance on Scott Pruitt: ""The President feels that the administrator has done a good job at EPA ..…"
2018-04-06 19:15:03,0.0,Fri Apr 06 19:15:03 +0000 2018,0.0,1.0,0.0,nytimes,"In @NYTOpinion 

Op-Ed Columnist @NYTimesCohen writes, ""Hungary and Poland are turning the clock back to Europe’s d… https://t.co/I1MlE1WUAz"
2018-04-06 19:17:52,0.0,Fri Apr 06 19:17:52 +0000 2018,0.0,1.0,0.0,CNN,"You may not see nipples on Instagram, but what about Fentanyl? Earlier this week, the Facebook-owned social network… https://t.co/bWS9YgrBWc"
2018-04-06 19:17:53,0.3818,Fri Apr 06 19:17:53 +0000 2018,0.125,0.655,0.22,FoxNews,Couple suing Johnson &amp; Johnson over talcum powder wins $37 million judgment https://t.co/cWOUVlLP0A
2018-04-06 19:23:44,-0.5574,Fri Apr 06 19:23:44 +0000 2018,0.31,0.69,0.0,FoxNews,.@TheJusticeDept announces 'zero-tolerance' policy on illegal border crossings https://t.co/lTJJl9NXJf
2018-04-06 19:30:01,0.4389,Fri Apr 06 19:30:01 +0000 2018,0.069,0.736,0.195,CBSNews,You've goat to be kidding! A pair of goats were rescued after they found themselves in a tricky situation on a Penn… https://t.co/sEJocr2ckc
2018-04-06 19:30:18,-0.6705,Fri Apr 06 19:30:18 +0000 2018,0.234,0.766,0.0,nytimes,"In January, a spate of violence shook New Rochelle High School. While the school appears to have largely settled ba… https://t.co/b07eyjkyZg"
2018-04-06 19:32:46,0.0,Fri Apr 06 19:32:46 +0000 2018,0.0,1.0,0.0,CNN,Expected rain in Northern California this weekend could put the partially repaired main spillway at the Oroville Da… https://t.co/EUhC31QKoy
2018-04-06 19:34:50,0.3818,Fri Apr 06 19:34:50 +0000 2018,0.0,0.822,0.178,FoxNews,Facebook's Sandberg says company did not do enough to protect people's data https://t.co/FVrLiVYzcL
2018-04-06 19:43:33,0.0,Fri Apr 06 19:43:33 +0000 2018,0.0,1.0,0.0,FoxNews,.@POTUS Defends China Tariffs: 'We Have to Do Things Other People Wouldn't Do' https://t.co/7pjlYmz57Y
2018-04-06 19:45:02,-0.25,Fri Apr 06 19:45:02 +0000 2018,0.095,0.905,0.0,CBSNews,"Students at the University of Chicago have organized a protest rally in the wake of the shooting of a student, who… https://t.co/nGv64Vjkuj"
2018-04-06 19:45:05,-0.4588,Fri Apr 06 19:45:05 +0000 2018,0.202,0.714,0.083,nytimes,"Review: “Blockers” isn’t as ridiculous as “Sausage Party” and lacks the dark, uneasy energy of “This Is the End,” b… https://t.co/XuKfHgNyo5"
2018-04-06 19:46:54,-0.5719,Fri Apr 06 19:46:54 +0000 2018,0.198,0.802,0.0,CNN,A steady stream of negative headlines involving EPA Administrator Scott Pruitt has official Washington wondering wh… https://t.co/FCrmIJmitC
2018-04-06 19:50:09,0.0,Fri Apr 06 19:50:09 +0000 2018,0.0,1.0,0.0,FoxNews,Company plans 'the first luxury hotel in space' at a price of $9.5 million per visit https://t.co/ZCL2ebWMBo
2018-04-06 19:51:30,0.0,Fri Apr 06 19:51:30 +0000 2018,0.0,1.0,0.0,nytimes,RT @TheSteinLine: All-Star guard Jimmy Butler is planning to make his return to the Timberwolves' lineup in tonight's crucial game in L.A.…
2018-04-06 19:52:06,0.0,Fri Apr 06 19:52:06 +0000 2018,0.0,1.0,0.0,CNN,"Facebook has rolled out more changes in advance of CEO Mark Zuckerberg's testimony on Capitol Hill next week.

Poli… https://t.co/ZZ1FnqUCoh"
2018-04-06 19:54:58,-0.8658,Fri Apr 06 19:54:58 +0000 2018,0.377,0.623,0.0,CBSNews,WATCH NOW: UFC star Conor McGregor arraigned at NYC courthouse where he faces assault and criminal mischief charges… https://t.co/QrlNQFlrt5
2018-04-06 19:56:26,0.5423,Fri Apr 06 19:56:26 +0000 2018,0.0,0.829,0.171,CNN,"Lawmakers on both sides of the political aisle are praising the Trump administration's new Russian sanctions, sayin… https://t.co/wcw6Vn2qbl"
2018-04-06 19:57:02,0.2023,Fri Apr 06 19:57:02 +0000 2018,0.0,0.893,0.107,BBCNews,"RT @BBCSport: FT England 0-0 Wales

Wales stay top of the group.

Reaction: https://t.co/IWSuYRxgwY #bbcfootball https://t.co/zNUbPGb63X"
2018-04-06 20:00:13,0.7269,Fri Apr 06 20:00:13 +0000 2018,0.0,0.643,0.357,nytimes,"How to warm your heart, literally: fall in love with a heating pad https://t.co/ndyzpA426u"
2018-04-06 20:01:38,0.0,Fri Apr 06 20:01:38 +0000 2018,0.0,1.0,0.0,CNN,Kate Hudson announces her pregnancy -- and the baby's gender -- in an excitement-filled video… https://t.co/6Oa41sKA2B
2018-04-06 20:02:53,0.4215,Fri Apr 06 20:02:53 +0000 2018,0.108,0.661,0.231,CNN,"US Treasury Secretary Steven Mnuchin said there's a ""potential for a trade war"" with China, but expressed hope that… https://t.co/BHRyO2A3jY"
2018-04-06 20:04:53,-0.3818,Fri Apr 06 20:04:53 +0000 2018,0.12,0.88,0.0,CBSNews,"JUST IN: Dow closes more than 500 points down as President Trump threatens more tariffs on China, escalating fears… https://t.co/AmuiAEnatC"
2018-04-06 20:06:25,-0.7717,Fri Apr 06 20:06:25 +0000 2018,0.34,0.66,0.0,FoxNews,Teen dubbed 'butterfly boy' dies of rare skin disease; Ottawa Senators mourn his death https://t.co/zBv1ANKKQt
2018-04-06 20:12:05,-0.7684,Fri Apr 06 20:12:05 +0000 2018,0.21,0.79,0.0,CNN,"RT @CNNMoney: Dow closes down more than 570 points. Stocks are still settling, but it’ll be a loss of more than 2% for the Dow. Fears of a…"
2018-04-06 20:15:05,0.0,Fri Apr 06 20:15:05 +0000 2018,0.0,1.0,0.0,nytimes,"Consider this less a recipe, more of a prod in a direction that you never considered https://t.co/29eYURffPO"
2018-04-06 20:15:39,-0.7506,Fri Apr 06 20:15:39 +0000 2018,0.316,0.684,0.0,CNN,"The Dow closed down 572 points, a drop of 2.3%, after President Trump threatened to escalate a confrontation with C… https://t.co/FMpZVHeLJ2"
2018-04-06 20:17:34,-0.8074,Fri Apr 06 20:17:34 +0000 2018,0.3,0.7,0.0,FoxNews,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average falls +500 points as threat of trade war roils markets. https://t.co/5aPYQ…
2018-04-06 20:19:04,-0.7717,Fri Apr 06 20:19:04 +0000 2018,0.271,0.729,0.0,nytimes,U.S. stock markets ended the week with a sell-off after President Trump revived fears of a trade war and March data… https://t.co/4XosFsP2aN
2018-04-06 20:20:01,-0.891,Fri Apr 06 20:20:01 +0000 2018,0.535,0.395,0.07,CBSNews,"A federal judge dismissed a lawsuit challenging Massachusetts' ban on assault weapons and large-capacity magazines,… https://t.co/cr4j7z7MoQ"
2018-04-06 20:22:52,0.0258,Fri Apr 06 20:22:52 +0000 2018,0.138,0.718,0.144,CNN,Stocks tumbled Friday as trade tensions between the United States and China heated up. https://t.co/ptSNsxvhAu https://t.co/2zqakjBRw7
2018-04-06 20:24:06,0.0,Fri Apr 06 20:24:06 +0000 2018,0.0,1.0,0.0,CNN,JUST IN: Shoe retailer Nine West files for bankruptcy after reporting it owes more than $1 billion… https://t.co/OjR2TRIuwF
2018-04-06 20:26:06,0.0,Fri Apr 06 20:26:06 +0000 2018,0.0,1.0,0.0,FoxNews,MUST WATCH: Two Idaho men catch 'monster' sturgeon while kayak fishing https://t.co/PEAOuhJ6Wc
2018-04-06 20:26:22,-0.0258,Fri Apr 06 20:26:22 +0000 2018,0.084,0.916,0.0,FoxNews,"Arizona man who decapitated wife, dogs sentenced to 29 years in jail https://t.co/ACwa9bDt2I"
2018-04-06 20:31:07,0.0,Fri Apr 06 20:31:07 +0000 2018,0.0,1.0,0.0,FoxNews,"Mark Penn on @facebook data breach: ""I think it's a learning experience for Silicon Valley when the government gets… https://t.co/FEifLiGE3R"
2018-04-06 20:32:06,-0.8271,Fri Apr 06 20:32:06 +0000 2018,0.268,0.732,0.0,nytimes,"RT @dionnesearcey: An ex-Guantanamo detainee told me he feared Senegal would deport him to Libya where he'd be killed. Hours later, he disa…"
2018-04-06 20:34:47,0.4404,Fri Apr 06 20:34:47 +0000 2018,0.0,0.873,0.127,CNN,"President Trump says EPA chief Scott Pruitt is a ""good man."" Of course, he has a history of saying that phrase righ… https://t.co/FKYj5SWejK"
2018-04-06 20:35:01,0.0,Fri Apr 06 20:35:01 +0000 2018,0.0,1.0,0.0,CBSNews,"Ahead of Facebook CEO Mark Zuckerberg's congressional testimonies next week, here are six questions he still needs… https://t.co/E51CCj0iRq"
2018-04-06 20:36:16,0.0,Fri Apr 06 20:36:16 +0000 2018,0.0,1.0,0.0,FoxNews,"Hungary's Viktor Orban, running on anti-mass migration platform, eyes fourth term https://t.co/3faNGqkIBz"
2018-04-06 20:36:29,-0.7506,Fri Apr 06 20:36:29 +0000 2018,0.368,0.632,0.0,BBCNews,"Saturday's Morning Star: ""Britain protests against Israel's killings in Gaza"" (via @hendopolis)… https://t.co/701glOL1vj"
2018-04-06 20:36:39,0.0,Fri Apr 06 20:36:39 +0000 2018,0.0,1.0,0.0,BBCNews,"Saturday's FT: ""US takes aim at Russian oligarchs"" (via @hendopolis) #tomorrowspaperstoday https://t.co/KirnFeVDgl"
2018-04-06 20:36:48,-0.8625,Fri Apr 06 20:36:48 +0000 2018,0.417,0.583,0.0,BBCNews,"Saturday's i: ""Murder probe into Russian's sudden death in Surrey"" (via @hendopolis) #tomorrowspaperstoday https://t.co/4xt8WFU90u"
2018-04-06 20:43:07,-0.4215,Fri Apr 06 20:43:07 +0000 2018,0.203,0.797,0.0,FoxNews,#JerseyShoreMTV star Ronnie reveals why he and Sammi 'Sweetheart' broke up https://t.co/L1FzEQObwR
2018-04-06 20:45:03,0.0,Fri Apr 06 20:45:03 +0000 2018,0.0,1.0,0.0,nytimes,One is the secretive leader of an oil giant. Another is an industrial tycoon tied to Paul Manafort. And a third is… https://t.co/o2jETCUeQ9
2018-04-06 20:47:07,-0.5574,Fri Apr 06 20:47:07 +0000 2018,0.153,0.847,0.0,CNN,"Former Sen. Daniel Akaka, a Democrat from Hawaii who served in US Congress for more than three decades, has died at… https://t.co/CV5qxbJgTP"
2018-04-06 20:48:09,0.0,Fri Apr 06 20:48:09 +0000 2018,0.0,1.0,0.0,CNN,"Facebook's new rules for Pages are a big deal, but there are major questions https://t.co/c9bvQQRXQ7 https://t.co/vuD9ornT3n"
2018-04-06 20:50:01,0.0,Fri Apr 06 20:50:01 +0000 2018,0.0,1.0,0.0,CBSNews,"For weeks, residents in one Ohio city have been reporting ""zombie-like"" raccoons that stand up on their hind legs,… https://t.co/J9fFWHREFX"
2018-04-06 20:51:53,-0.2732,Fri Apr 06 20:51:53 +0000 2018,0.11,0.89,0.0,FoxNews,"Claudia Rosett on new Russian sanctions: ""Twenty-seven years ago, the Soviet Union collapsed. These days, Russia is… https://t.co/4q3U9O5p5u"
2018-04-06 20:52:05,0.0,Fri Apr 06 20:52:05 +0000 2018,0.0,1.0,0.0,CNN,"The classified ads website https://t.co/pqvbwf9E9Q has been seized by federal law enforcement agencies, according t… https://t.co/IetUpoLg2W"
2018-04-06 20:53:04,0.0,Fri Apr 06 20:53:04 +0000 2018,0.0,1.0,0.0,CNN,A sharp spike in vaping and the use of e-cigarettes by students has grabbed the attention of the US Food and Drug A… https://t.co/XYZbkwHYuq
2018-04-06 20:54:01,0.5719,Fri Apr 06 20:54:01 +0000 2018,0.0,0.657,0.343,BBCNews,"Saturday's Times: ""Top DJ profits from gangs"" (via @hendopolis) #tomorrowspaperstoday https://t.co/sE067ghtfu"
2018-04-06 20:54:06,0.0,Fri Apr 06 20:54:06 +0000 2018,0.0,1.0,0.0,BBCNews,"Saturday's Independent: ""Skripals to reveal key clues"" (via @hendopolis) #tomorrowspaperstoday https://t.co/JSgU5dRlpK"
2018-04-06 20:54:10,-0.8271,Fri Apr 06 20:54:10 +0000 2018,0.42,0.58,0.0,BBCNews,"Saturday's Telegraph: ""Police abandon two in three burglary victims as crime soars"" (via @hendopolis)… https://t.co/aN9h68BezZ"
2018-04-06 20:55:02,-0.4588,Fri Apr 06 20:55:02 +0000 2018,0.232,0.655,0.113,nytimes,"136 years after his death by hanging, he has been officially pardoned. https://t.co/M4KENXkyHL"
